"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ABB","ABB Ltd","21.49","48543752941.25","n/a","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/abb",
"ACCO","Acco Brands Corporation","8.17","916417927.69","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/acco",
"AYI","Acuity Brands Inc","166.64","7226978165.12","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ayi",
"AMSC","American Superconductor Corporation","6.85","6556963.85","n/a","1991","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/amsc",
"CRMT","America&#39;s Car-Mart, Inc.","54.06","463577906.88","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/crmt",
"AME","AMTEK, Inc.","52.4","12650916070.4","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ame",
"AIT","Applied Industrial Technologies, Inc.","44.67","1836760759.47","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/ait",
"AMCO","Armco Metals Holdings, Inc.","1.16","7049572.88","n/a","n/a","Consumer Durables","Steel/Iron Ore","http://www.nasdaq.com/symbol/amco",
"ABG","Asbury Automotive Group Inc","83.79","2395162203.21","n/a","2002","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/abg",
"ASH","Ashland Inc.","127.25","8813926203.5","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/ash",
"AN","AutoNation, Inc.","64.47","7322379591.24","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/an",
"AVY","Avery Dennison Corporation","53","4794717186","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/avy",
"AZZ","AZZ Incorporated","47.16","1212713410.68","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/azz",
"BEAV","B/E Aerospace, Inc.","62.9","6665086097.7","n/a","1990","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/beav",
"BLL","Ball Corporation","70.38","9679752220.14","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bll",
"BSET","Bassett Furniture Industries, Incorporated","28.72","303572640.16","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/bset",
"BMS","Bemis Company, Inc.","45.53","4436432454.92","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/bms",
"BTH","Blyth, Inc.","7.81","125602216.3","n/a","1994","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/bth",
"BRC","Brady Corporation","27.8","1425862333.6","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/brc",
"KMX","CarMax Inc","74.73","15694167017.46","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kmx",
"CASY","Caseys General Stores, Inc.","90.02","3497407529","n/a","1983","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/casy",
"CENT","Central Garden & Pet Company","10.11","504722530.89","n/a","1993","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","10.81","539668700.19","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/centa",
"CVO","Cenveo Inc","2.35","159236538.15","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cvo",
"CTHR","Charles & Colvard Ltd","1.17","23873654.61","n/a","1997","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/cthr",
"CCF","Chase Corporation","43.36","395851954.72","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/ccf",
"CKP","Checkpoint Systms, Inc.","10.9","455948700.4","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ckp",
"CJJD","China Jo-Jo Drugstores, Inc.","3.1","47695062.4","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cjjd",
"CPGI","China Shengda Packaging Group, Inc.","0.81","31420556.91","n/a","2010","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cpgi",
"CLX","Clorox Company (The)","110.2","14455791907","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/clx",
"CTB","Cooper Tire & Rubber Company","43.16","2506145867.16","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/ctb",
"CPRT","Copart, Inc.","37.68","4764242319.36","n/a","1994","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cprt",
"CCK","Crown Holdings, Inc.","54.1","7529700269.1","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/cck",
"CST","CST Brands, Inc.","44","3394072132","n/a","n/a","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/cst",
"CYAN","Cyanotech Corporation","8.92","49532751.08","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"DAKT","Daktronics, Inc.","10.61","462830746.25","n/a","1994","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/dakt",
"DLX","Deluxe Corporation","68.46","3417328842.06","n/a","n/a","Consumer Durables","Publishing","http://www.nasdaq.com/symbol/dlx",
"EDUC","Educational Development Corporation","4","16089752","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/educ",
"EFOI","Energy Focus, Inc.","5.1","51023113.2","n/a","n/a","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/efoi",
"EGT","Entertainment Gaming Asia Incorporated","1.83","26482103.85","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENZY          ","Enzymotec Ltd.","7.65","171991193.85","n/a","2013","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/enzy          ",
"ESE","ESCO Technologies Inc.","38.44","1003992257","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ETH","Ethan Allen Interiors Inc.","27.85","805796610.35","n/a","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"CLWT","Euro Tech Holdings Company Limited","2.8","6242905.2","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EVRY","EveryWare Global, Inc.","0.2099","4648113.1283","n/a","2012","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/evry",
"XLS","Exelis Inc.","24.44","4557605318.24","n/a","2011","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/xls",
"FLXS","Flexsteel Industries, Inc.","30.94","230070799.14","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FOMX","Foamix Pharmaceuticals Ltd.","8.85","198628815.9","n/a","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FELE","Franklin Electric Co., Inc.","38.02","1809559960.98","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/fele",
"GNRC","Generac Holdlings Inc.","48.68","3363484967","n/a","2010","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/gnrc",
"GAI","Global-Tech Advanced Innovations Inc.","3.73","11354966.71","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gai",
"GPK","Graphic Packaging Holding Company","14.55","4758497475","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/gpk",
"GPI","Group 1 Automotive, Inc.","86.64","2100457706.4","n/a","1997","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/gpi",
"HWKN","Hawkins, Inc.","38.51","409946228.39","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/hwkn",
"HELE","Helen of Troy Limited","82.19","2336501840.45","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hele",
"MLHR","Herman Miller, Inc.","28.02","1669834947.9","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/mlhr",
"HI","Hillenbrand Inc","30.82","1940377703.08","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/hi",
"HNI","HNI Corporation","56.27","2505043334.25","n/a","n/a","Consumer Durables","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/hni",
"HOFT","Hooker Furniture Corporation","18.66","201036775.5","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/hoft",
"HDSN","Hudson Technologies, Inc.","3.87","125098818.12","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"IDSY","I.D. Systems, Inc.","6.55","84049429.7","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"INWK","InnerWorkings, Inc.","6.82","367913643.24","n/a","2006","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/inwk",
"IPHS","Innophos Holdings, Inc.","57","1211997498","n/a","2006","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/iphs",
"TILE","Interface, Inc.","21.08","1403108009.08","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/tile",
"IGT","International Game Technology","17.77","4419399000","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/igt",
"IRDM","Iridium Communications Inc","10.2","964269036","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdm",
"IRDMB","Iridium Communications Inc","368.26","184130000","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/irdmb",
"IRBT","iRobot Corporation","32.54","965532249.1","n/a","2005","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/irbt",
"ITI","Iteris, Inc.","1.84","59899131.84","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/iti",
"JAH","Jarden Corporation","53.01","10226371140","n/a","n/a","Consumer Durables","Consumer Specialties","http://www.nasdaq.com/symbol/jah",
"JASN","Jason Industries, Inc.","6.95","152835128.7","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasn",
"JASNW","Jason Industries, Inc.","0.6201","0","n/a","2013","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/jasnw",
"JST","Jinpan International Limited","4.12","67644038.72","n/a","1998","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/jst",
"JCI","Johnson Controls, Inc.","50.16","32786173144.56","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/jci",
"KAMN","Kaman Corporation","42.31","1148570784.36","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/kamn",
"KAR","KAR Auction Services, Inc","38.06","5377090766.96","n/a","2009","Consumer Durables","Automotive Aftermarket","http://www.nasdaq.com/symbol/kar",
"KBAL","Kimball International, Inc.","10.92","424450735.8","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/kbal",
"KMB","Kimberly-Clark Corporation","107.02","39083753122.18","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/kmb",
