"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"ADM","Archer-Daniels-Midland Company","47.35","29780116853.7","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/adm",
"AWI","Armstrong World Industries Inc","56.72","3126979782.48","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","60.5","5786409788.5","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/arw",
"AVT","Avnet, Inc.","43.76","5967769299.84","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/avt",
"AVP","Avon Products, Inc.","7.97","3463130345.62","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/avp",
"BGS","B&G Foods, Inc.","29.96","1610609124.04","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bgs",
"BEBE","bebe stores, inc.","3.54","281839917.84","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/bebe",
"BDE","Black Diamond, Inc.","9.45","309054415.95","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/bde",
"SAM","Boston Beer Company, Inc. (The)","272.19","3630655853.58","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/sam",
"BDBD","Boulder Brands, Inc.","9.74","596759163.92","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bdbd",
"BERY","BPC Acquisition Corp","36.09","4291101000","n/a","2012","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/bery",
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","2.71","157794086","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lnd",
"BRFS","BRF S.A.","20.35","17754830556.1","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/brfs",
"BRID","Bridgford Foods Corporation","8.06","73376120.22","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/brid",
"BTI","British American Tobacco p.l.c.","106.34","99115159908.7","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/bti",
"BF/A","Brown Forman Corporation","91.72","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/a",
"BF/B","Brown Forman Corporation","91.08","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/bf/b",
"BWS","Brown Shoe Company, Inc.","32.5","1422220702.5","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/bws",
"BG","Bunge Limited","83.62","12167442845.68","n/a","2001","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bg",
"BUR","Burcon Nutrascience Corp","2.4895","85003900.3255","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/bur",
"CVGW","Calavo Growers, Inc.","51.96","899760195.96","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cvgw",
"ELY","Callaway Golf Company","9.66","749557238.22","n/a","1992","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/ely",
"CALM","Cal-Maine Foods, Inc.","38.74","1877799236.56","n/a","1996","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/calm",
"CPB","Campbell Soup Company","46.63","14538790502.07","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cpb",
"CRI","Carter&#39;s, Inc.","92","4858007284","n/a","2003","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/cri",
"ROX","Castle Brands, Inc.","1.44","225987768","n/a","2006","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/rox",
"CAW","CCA Industries, Inc.","3.19","22351321.96","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/caw",
"CERE","Ceres, Inc.","0.3337","16104851.2042","n/a","2012","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/cere",
"CHKE","Cherokee Inc.","19.64","165628696.12","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/chke",
"BORN","China New Borun Corporation","1.1","28297500","n/a","2010","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/born",
"XNY","China Xiniya Fashion Limited","1.99","28322263.07","n/a","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/xny",
"CTAS","Cintas Corporation","82.69","9701843224.1","n/a","1983","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ctas",
"COH","Coach, Inc.","41.86","11546287711.14","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/coh",
"KOF","Coca Cola Femsa S.A.B. de C.V.","81.52","16898461937.44","n/a","1993","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/kof",
"COKE","Coca-Cola Bottling Co. Consolidated","114.52","1061750306.68","n/a","1972","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/coke",
"KO","Coca-Cola Company (The)","40.68","177710288609.16","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ko",
"CCE","Coca-Cola Enterprises, Inc.","44.78","10432413840.3","n/a","1986","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cce",
"JVA","Coffee Holding Co., Inc.","5.06","32668958.96","n/a","2005","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/jva",
"CL","Colgate-Palmolive Company","69.33","62870999226.48","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/cl",
"COLM","Columbia Sportswear Company","60.33","4217131915.08","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/colm",
"CCU","Compania Cervecerias Unidas, S.A.","21.16","3909340385.76","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ccu",
"CAG","ConAgra Foods, Inc.","37.82","16151117834.72","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/cag",
"STZ","Constellation Brands Inc","117.75","22781441982","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz",
"STZ/B","Constellation Brands Inc","117.93","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/stz/b",
"CMT","Core Molding Technologies Inc","17.7","133847612.4","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/cmt",
"CORE","Core-Mark Holding Company, Inc.","65.43","1514120864.4","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/core",
"CZZ","Cosan Limited","6.99","1892104821.15","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/czz",
"COT","Cott Corporation","9.48","883920262.32","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/cot",
"COTY","Coty Inc.","23.77","8175300150.72","n/a","2013","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/coty",
"BREW","Craft Brew Alliance, Inc.","13.6","259969385.6","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/brew",
"CROX","Crocs, Inc.","11.98","932457238.12","n/a","2006","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/crox",
"CRVP","Crystal Rock Holdings, Inc.","0.73","15591640.03","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/crvp",
"CUI","CUI Global, Inc.","5.78","120110683.1","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/cui",
"DAR","Darling Ingredients Inc.","14.28","2352178937.64","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dar",
"DF","Dean Foods Company","17.07","1607231585.52","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/df",
"DECK","Deckers Outdoor Corporation","74.09","2561173348.72","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/deck",
"DLA","Delta Apparel, Inc.","12.87","101564287.11","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/dla",
"DSWL","Deswell Industries, Inc.","1.85","29704042.15","n/a","1995","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/dswl",
"DEO","Diageo plc","112.56","70755165460.56","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/deo",
"DMND","Diamond Foods, Inc.","33.2","1044379969.6","n/a","2005","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/dmnd",
"DPZ","Domino&#39;s Pizza Inc","100.99","5617211952.33","n/a","2004","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/dpz",
"DPS","Dr Pepper Snapple Group, Inc","78.12","15055390143.36","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/dps",
"DSKX","DS Healthcare Group, Inc.","0.8401","13561119.3468","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"RDEN","Elizabeth Arden, Inc.","15.75","469533566.25","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rden",
"AKO/A","Embotelladora Andina S.A.","13.03","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ako/a",
"AKO/B","Embotelladora Andina S.A.","16.04","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ako/b",
"MSN","Emerson Radio Corporation","1.45","39338256.4","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/msn",
"ENS","Enersys","64.62","2854828563.3","n/a","2004","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ens",
"ENTG","Entegris, Inc.","14.04","1968908540.04","n/a","2000","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/entg",
"ESCA","Escalade, Incorporated","17.1","239721633.9","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"EL","Estee Lauder Companies, Inc. (The)","84.1","31795782705.8","n/a","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"EVK","Ever-Glory International Group, Inc.","5.9","87226154.6","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"EDS","Exceed Company Ltd.","1.53","50705754.48","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/eds",
"FARM","Farmer Brothers Company","25.46","422427864.5","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FLO","Flowers Foods, Inc.","23.14","4845618093.68","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/flo",
"FMX","Fomento Economico Mexicano S.A.B. de C.V.","95.74","34257938308.98","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fmx",
"FORD","Forward Industries, Inc.","0.79","6613390.2","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FOSL","Fossil Group, Inc.","83.37","4200114404.22","n/a","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FOXF","Fox Factory Holding Corp.","15.06","559054338.12","n/a","2013","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/foxf",
"FDP","Fresh Del Monte Produce, Inc.","39.5","2059027599.5","n/a","1997","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/fdp",
"FRPT","Freshpet, Inc.","21.86","731603397.36","n/a","2014","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/frpt",
"WILC","G. Willi-Food International,  Ltd.","5.73","74342423.85","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GPIC","Gaming Partners International Corporation","11.49","90955920.06","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/gpic",
"GIS","General Mills, Inc.","56.55","33708887124.9","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gis",
"GIII","G-III Apparel Group, LTD.","114.01","2563696923.97","n/a","1989","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/giii",
"GIL","Gildan Activewear, Inc.","30.35","7356456436.7","n/a","1998","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/gil",
"GNC","GNC Holdings, Inc.","48.01","4218370804.2","n/a","2011","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/gnc",
"GLDC","Golden Enterprises, Inc.","3.84","45053306.88","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gldc",
"GMK","GRUMA, S.A. de C.V.","53.66","5805328854.54","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmk",
"GES","Guess?, Inc.","18.2","1553711959.8","n/a","1996","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/ges",
"HOG","Harley-Davidson, Inc.","61.05","12881368681.5","n/a","n/a","Consumer Non-Durables","Motor Vehicles","http://www.nasdaq.com/symbol/hog",
"HAR","Harman International Industries, Incorporated","133.54","9164626787.58","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/har",
"HAS","Hasbro, Inc.","63.45","7887574509.75","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/has",
"HSY","Hershey Company (The)","100.75","15990192188.75","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/hsy",
"HRL","Hormel Foods Corporation","57.42","15162752749.32","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/hrl",
"HWCC","Houston Wire & Cable Company","9.72","169109920.8","n/a","2006","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/hwcc",
"ICON","Iconix Brand Group, Inc.","33.18","1588096994.4","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/icon",
"IBA","Industrias Bachoco, S.A. de C.V.","51.96","2595111803.4","n/a","1997","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/iba",
"IFON","InfoSonics Corp","2.38","34172187.56","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"INGR","Ingredion Incorporated","78.65","5623868250","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ingr",
"IPAR","Inter Parfums, Inc.","32.5","1006804597.5","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/ipar",
"SNAK","Inventure Foods, Inc.","11.24","219716878.6","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ITRN","Ituran Location and Control Ltd.","22.58","530075231.98","n/a","2005","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/itrn",
"JJSF","J & J Snack Foods Corp.","109.1","2038913931.7","n/a","1986","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jjsf",
"SJM","J.M. Smucker Company (The)","116.01","11805477369.84","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/sjm",
"JAKK","JAKKS Pacific, Inc.","6.84","159240603.6","n/a","1996","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jakk",
"JOEZ","Joe&#39;s Jeans Inc.","0.1961","13694425.829","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez",
"JBSS","John B. Sanfilippo & Son, Inc.","43.99","489476993.94","n/a","1991","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","34.66","346707965.9","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"KATE","Kate Spade & Company","33.38","4253178491.98","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kate",
"KBSF","KBS Fashion Group Limited","4.19","106498608.51","n/a","2013","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kbsf",
"K","Kellogg Company","66.38","23669240332.32","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/k",
"GMCR","Keurig Green Mountain, Inc.","114.13","18451979163","n/a","1993","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gmcr",
"KN","Knowles Corporation","19.61","1668331672.77","n/a","2014","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/kn",
"KOSS","Koss Corporation","2.4","17718494.4","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KRFT","Kraft Foods Group, Inc.","88.95","52313880550.05","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/krft",
"KKD","Krispy Kreme Doughnuts, Inc.","20.01","1296067790.04","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/kkd",
"LANC","Lancaster Colony Corporation","96.3","2633997600","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lanc",
"LBIX","Leading Brands Inc","3.5","10254877.5","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LF","Leapfrog Enterprises Inc","2.3","161473859.8","n/a","2002","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/lf",
"LUK","Leucadia National Corporation","22.48","8242170270.8","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/luk",
"LWAY","Lifeway Foods, Inc.","21.2","346535560.4","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LMNR","Limoneira Co","21.85","308616654.2","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LO","Lorillard, Inc","69.25","24933270746.75","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lo",
"LRAD","LRAD Corporation","2.34","77788985.04","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LULU","lululemon athletica inc.","63.345","8370499326.765","n/a","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"MCZ","Mad Catz Interactive Inc","0.3806","27962518.7226","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mcz",
"MAT","Mattel, Inc.","22.65","7661453575.65","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MKC","McCormick & Company, Incorporated","76.86","8939228662.98","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mkc",
"MJN","Mead Johnson Nutrition Company","103.11","20883535318.59","n/a","2009","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mjn",
"MCOX","Mecox Lane Limited","3.19","14734862.01","4619079","2010","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/mcox",
"MED","MEDIFAST INC","29.72","360802850.68","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/med",
"MGPI","MGP Ingredients, Inc.","13.25","234187906.75","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mgpi",
"KORS","Michael Kors Holdings Limited","63.39","12725914979.64","n/a","2011","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/kors",
"TAP","Molson Coors Brewing  Company","75.4","13794309737","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap",
"TAP/A","Molson Coors Brewing  Company","86.38","0","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/tap/a",
"MDLZ","Mondelez International, Inc.","36.63","60420459286.44","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/mdlz",
"MNST","Monster Beverage Corporation","135.66","23074564866.36","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mnst",
"MOV","Movado Group Inc.","31.53","793880658.93","n/a","n/a","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/mov",
"MYE","Myers Industries, Inc.","17.74","559020023.86","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/mye",
"FIZZ","National Beverage Corp.","24.58","1139816754.7","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/fizz",
"NLS","Nautilus Group, Inc. (The)","15.64","492830116.28","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/nls",
"NWL","Newell Rubbermaid Inc.","40.21","10796385000","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/nwl",
"NKE","Nike, Inc.","99.66","86100113102.52","n/a","n/a","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/nke",
"OME","Omega Protein Corporation","14.03","303395958.03","n/a","1998","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ome",
"SEED","Origin Agritech Limited","1.47","33425655.27","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/seed",
"OXM","Oxford Industries, Inc.","74.34","1224609807.96","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/oxm",
"PEP","Pepsico, Inc.","95.69","141847843104.66","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/pep",
"PSG","Performance Sports Group Ltd","19.08","864316196.28","n/a","2014","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/psg",
"PERY","Perry Ellis International Inc.","23.75","368178342.5","n/a","1993","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pery",
"PM","Philip Morris International Inc","77.26","119682912663.88","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/pm",
"PPC","Pilgrim&#39;s Pride Corporation","24.44","6347071543.8","n/a","n/a","Consumer Non-Durables","Meat/Poultry/Fish","http://www.nasdaq.com/symbol/ppc",
"PF","Pinnacle Foods, Inc.","41.46","4823251463.22","n/a","2013","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/pf",
"POPE","Pope Resources","62.5001","270973746.0573","n/a","n/a","Consumer Non-Durables","Environmental Services","http://www.nasdaq.com/symbol/pope",
"POST","Post Holdings, Inc.","47.7","2496761529.3","n/a","2012","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/post",
"PRMW","Primo Water Corporation","5.23","129003415.35","n/a","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PVH","PVH Corp.","107.47","8860994676.49","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/pvh",
"ZQK","Quiksilver, Inc.","1.82","311894113.44","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/zqk",
"RADA","Rada Electronics Industries Limited","2.56","23010293.76","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rada",
"RL","Ralph Lauren Corporation","134.67","11758614087.6","n/a","1997","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/rl",
"RAVE","Rave Restaurant Group, Inc.","13.22","132211223.78","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/rave",
"REED","Reeds, Inc.","5.42","70828874.36","n/a","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/reed",
"REV","Revlon, Inc.","40.76","2134783397.2","n/a","1996","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/rev",
"RAI","Reynolds American Inc","73.39","39044443904.26","n/a","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/rai",
"RIBT","RiceBran Technologies","3.71","34777844.22","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribt",
"RIBTW","RiceBran Technologies","1.18","0","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/ribtw",
"RELL","Richardson Electronics, Ltd.","9","124130907","n/a","1983","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/rell",
