Ticker, BandWidth, BoilUpper, close, BoilLower, BoilPercent,divergence,signal,macd,divergence%,rsi,sma60,sma20,sma5,mfi,stochK,stochD,lastTradeDate
CVBF,1.564,17.232,16.81,15.668,0.730179028133,0.067,-0.1,-0.034,0.00398572278406,52.21,17.13,16.45,16.618,58.888,65.625,57.659,1443101400
TRMB,2.975,19.308,16.37,16.333,0.0124369747899,-0.032,-0.822,-0.854,-0.00195479535736,27.528,20.44,17.821,16.79,22.272,11.273,8.159,1443101400
RAI,1.867,43.051,42.11,41.184,0.495982860204,0.001,0.231,0.232,2.37473284256e-05,50.112,41.336,42.118,42.444,44.168,43.226,73.089,1443101400
GSIG,1.064,13.466,13.18,12.402,0.731203007519,0.077,-0.122,-0.044,0.00584218512898,51.196,13.593,12.934,13.164,49.555,61.789,54.472,1443101400
BRKL,0.72,10.739,10.27,10.019,0.348611111111,-0.001,-0.159,-0.16,-9.73709834469e-05,42.661,10.918,10.379,10.176,40.501,34.921,19.048,1443101400
SEAS,1.183,18.407,18.07,17.224,0.715131022823,0.001,-0.076,-0.075,5.53403431101e-05,52.13,18.04,17.816,17.694,59.671,72.897,44.89,1443101400
INFN,2.554,22.449,20.54,19.895,0.252545027408,0.002,-0.387,-0.385,9.73709834469e-05,42.009,21.946,21.172,20.79,43.916,35.586,34.125,1443101400
STLY,0.128,2.884,2.83,2.756,0.578125,0.012,-0.037,-0.025,0.00424028268551,46.361,2.95,2.82,2.846,55.904,40.0,43.333,1443101400
CVG,1.039,23.347,22.96,22.308,0.627526467757,0.084,-0.17,-0.087,0.00365853658537,48.76,23.849,22.828,22.926,54.109,50.0,48.951,1443101400
AP-UN.TO,1.714,35.493,33.94,33.779,0.0939323220537,0.047,-0.281,-0.234,0.00138479670006,40.277,35.701,34.636,34.812,67.605,11.735,39.206,1443101400
ACGL,3.722,71.167,71.25,67.445,1.0222998388,0.181,-0.118,0.063,0.00254035087719,58.686,70.13,69.306,69.832,64.867,97.406,71.031,1443101400
SRV-UN.TO,0.354,13.029,12.78,12.675,0.296610169492,-0.01,-0.016,-0.026,-0.000782472613459,46.896,12.956,12.852,12.788,48.191,41.818,27.727,1443101400
AMCX,6.556,76.549,73.52,69.993,0.5379804759,0.396,-0.5,-0.104,0.00538628944505,47.842,77.567,73.271,74.646,61.602,48.428,61.092,1443101400
KBT.V,0.061,0.078,0.055,0.017,0.622950819672,0.001,0.004,0.005,0.0181818181818,54.319,0.047,0.047,0.055,80.337,55.556,60.741,1443101400
WJA.TO,1.247,24.644,23.51,23.397,0.0906174819567,-0.034,0.013,-0.021,-0.00144619310932,44.456,23.903,24.021,23.93,36.402,14.62,32.529,1443101400
LECO,5.687,60.121,53.69,54.434,-0.130824687885,-0.346,-0.737,-1.083,-0.00644440305457,32.213,59.007,57.277,55.16,23.458,10.754,6.293,1443101400
DSX,0.919,6.964,6.59,6.045,0.593035908596,0.07,-0.163,-0.093,0.01062215478,47.421,7.087,6.505,6.708,52.082,70.968,77.419,1443101400
CVR.V,0.025,0.065,0.04,0.04,0.0,-0.002,0.002,0.0,-0.05,38.656,0.044,0.053,0.046,0.0,0.0,0.0,1443101400
PSX,5.444,81.358,77.65,75.914,0.318883174137,-0.064,-0.145,-0.21,-0.000824211204121,45.89,79.714,78.636,78.304,39.746,18.269,20.439,1443101400
DSCO,0.111,0.459,0.35,0.348,0.018018018018,0.0,-0.024,-0.023,0.0,37.215,0.485,0.404,0.39,23.0,14.286,15.018,1443101400
IPCC,6.596,80.486,80.69,73.89,1.03092783505,0.469,0.09,0.559,0.00581236832321,64.833,77.628,77.188,79.516,87.473,97.278,81.658,1443101400
QHR.V,0.143,1.271,1.15,1.128,0.153846153846,0.003,-0.042,-0.039,0.00260869565217,39.793,1.335,1.2,1.17,14.342,10.0,10.0,1443101400
FFNW,0.585,12.501,12.42,11.916,0.861538461538,0.038,-0.026,0.013,0.00305958132045,54.999,12.386,12.209,12.388,61.404,70.492,58.47,1443101400
NOAH,4.388,23.263,21.8,18.875,0.666590701914,0.254,-0.425,-0.171,0.0116513761468,49.608,23.093,21.069,21.816,60.64,68.523,68.747,1443101400
IP,5.057,43.987,38.93,38.93,0.0,-0.103,-1.368,-1.471,-0.00264577446699,26.853,45.205,41.459,39.704,13.04,14.579,7.01,1443101400
TILE,2.24,25.383,23.44,23.143,0.132589285714,-0.061,-0.101,-0.162,-0.0026023890785,39.424,24.716,24.263,24.134,33.71,13.62,15.27,1443101400
BBT,2.81,37.624,35.05,34.814,0.0839857651246,-0.011,-0.801,-0.812,-0.000313837375178,36.82,38.803,36.219,35.314,36.545,12.261,13.958,1443101400
CSTE,2.88,41.282,39.43,38.402,0.356944444444,0.78,-3.339,-2.559,0.0197818919604,34.441,53.547,39.842,39.944,62.139,22.981,24.996,1443101400
ADK,0.356,3.743,3.5,3.387,0.317415730337,0.0,-0.012,-0.013,0.0,41.94,3.667,3.565,3.588,55.423,27.778,43.519,1443101400
DNA.TO,0.161,0.89,0.78,0.729,0.316770186335,-0.004,-0.026,-0.03,-0.00512820512821,43.593,0.855,0.81,0.758,35.447,37.5,20.833,1443101400
KELYA,0.645,14.632,14.22,13.987,0.361240310078,0.013,-0.057,-0.044,0.000914205344585,45.163,14.621,14.31,14.31,33.006,24.138,27.529,1443101400
NGL,3.83,25.232,22.81,21.402,0.367624020888,0.198,-0.631,-0.432,0.00868040333187,42.39,25.76,23.317,23.818,35.116,45.25,61.167,1443101400
AEL,2.156,25.015,22.76,22.859,-0.0459183673469,-0.029,-0.674,-0.703,-0.00127416520211,33.794,25.942,23.937,23.292,48.459,16.26,12.319,1443101400
CVS,5.837,104.117,99.17,98.28,0.152475586774,0.091,-1.472,-1.381,0.000917616214581,40.598,105.863,101.199,99.954,45.472,11.423,24.912,1443101400
JBSS,5.484,54.865,53.32,49.381,0.718271334792,0.158,0.458,0.616,0.0029632408102,56.111,51.619,52.123,53.35,71.365,66.604,57.386,1443101400
PNY,3.007,39.231,38.82,36.224,0.863318922514,0.161,-0.046,0.115,0.00414734672849,61.383,37.704,37.728,38.422,53.983,96.786,93.552,1443101400
GS,13.514,191.116,176.91,177.602,-0.0512061565784,-0.092,-3.938,-4.029,-0.000520038437624,34.41,197.506,184.359,180.066,33.551,12.345,12.216,1443101400
KDI.V,1.155,3.828,3.15,2.673,0.412987012987,0.014,-0.19,-0.177,0.00444444444444,46.128,3.743,3.251,2.97,25.139,41.667,28.704,1443101400
LWP.TO,2.38,2.753,2.23,0.373,0.78025210084,0.115,0.133,0.248,0.0515695067265,74.685,1.775,1.563,2.226,93.568,97.241,97.012,1443101400
CVI,3.423,41.758,41.24,38.335,0.848670756646,0.139,0.203,0.343,0.00337051406402,56.355,39.67,40.047,40.828,54.259,75.0,74.338,1443101400
TREC,1.226,13.194,12.95,11.968,0.800978792822,0.134,-0.258,-0.124,0.0103474903475,51.988,13.746,12.581,12.93,69.011,71.429,65.476,1443101400
CNSL,1.354,20.32,20.1,18.966,0.837518463811,0.075,-0.055,0.02,0.00373134328358,54.034,19.989,19.643,19.94,72.859,79.221,64.502,1443101400
CCLP,4.02,15.404,12.18,11.384,0.198009950249,-0.032,-0.597,-0.629,-0.00262725779967,36.724,14.752,13.394,12.624,41.152,14.523,15.305,1443101400
CIT,2.814,43.855,41.1,41.041,0.0209665955935,0.006,-0.867,-0.861,0.00014598540146,34.011,45.166,42.448,41.678,38.197,11.94,12.472,1443101400
CLFD,4.168,18.421,14.16,14.253,-0.0223128598848,-0.299,-0.457,-0.756,-0.021115819209,25.353,17.185,16.337,14.7,30.471,20.93,13.428,1443101400
LINE,1.012,3.795,2.97,2.783,0.184782608696,0.05,-0.283,-0.233,0.016835016835,41.06,4.565,3.289,3.102,35.271,19.643,12.33,1443101400
DSR.V,0.02,0.139,0.125,0.119,0.3,0.0,0.0,0.0,0.0,45.715,0.129,0.129,0.128,39.426,0.0,22.222,1443101400
RSE,0.914,16.074,15.51,15.16,0.382932166302,0.074,-0.354,-0.28,0.00477111540941,41.342,16.787,15.617,15.716,39.654,28.571,42.46,1443101400
WPP,1.386,7.941,6.75,6.555,0.140692640693,-0.002,-0.368,-0.37,-0.000296296296296,26.922,8.215,7.248,6.882,21.065,14.912,11.319,1443101400
UBSH,1.383,24.269,24.12,22.886,0.892263195951,0.051,0.007,0.058,0.0021144278607,55.316,23.738,23.578,23.676,40.378,83.088,61.162,1443101400
CX,1.183,8.206,7.01,7.023,-0.010989010989,-0.046,-0.109,-0.154,-0.00656205420827,36.915,8.106,7.615,7.346,40.053,21.818,13.166,1443101400
BLDR,2.73,16.775,14.49,14.045,0.163003663004,-0.207,0.373,0.166,-0.0142857142857,41.601,14.279,15.41,15.004,44.353,12.351,14.995,1443101400
ASTE,5.385,39.428,34.19,34.043,0.0272980501393,-0.181,-0.653,-0.834,-0.00529394559813,34.521,38.249,36.736,35.108,34.776,2.037,3.492,1443101400
NWN,2.99,45.116,44.97,42.126,0.951170568562,0.183,-0.055,0.128,0.00406937958639,61.376,43.86,43.621,44.524,74.1,98.909,83.92,1443101400
LANC,6.623,101.516,99.57,94.893,0.706175449192,-0.036,1.374,1.338,-0.000361554685146,60.758,94.739,98.205,99.532,52.275,62.883,62.855,1443101400
VRSN,4.644,71.515,69.6,66.871,0.587639965547,0.047,0.471,0.519,0.000675287356322,51.804,68.072,69.193,70.158,63.265,62.444,69.806,1443101400
PD.TO,1.723,6.482,4.9,4.759,0.0818340104469,-0.04,-0.295,-0.335,-0.00816326530612,32.039,6.374,5.621,5.042,14.271,4.065,2.942,1443101400
WDC,14.698,86.67,71.4,71.972,-0.0389168594367,-1.129,-0.929,-2.058,-0.01581232493,29.09,80.075,79.321,73.404,24.129,13.004,8.272,1443101400
ABX,1.198,7.127,6.56,5.929,0.526711185309,0.052,-0.357,-0.306,0.00792682926829,46.602,7.598,6.528,6.388,56.931,57.522,24.952,1443101400
EMKR,0.52,7.206,6.9,6.686,0.411538461538,-0.012,0.07,0.058,-0.00173913043478,49.149,6.613,6.946,7.046,55.719,44.118,57.353,1443101400
SGNT,3.688,20.825,16.88,17.137,-0.0696854663774,-0.101,-0.903,-1.004,-0.00598341232227,25.67,22.005,18.981,17.66,18.854,10.705,6.959,1443101400
QTWW,0.401,1.659,1.3,1.258,0.104738154613,0.006,-0.089,-0.083,0.00461538461538,38.406,1.761,1.459,1.38,36.197,17.647,22.708,1443101400
DARA,0.1058,0.9119,0.86,0.8061,0.509451795841,0.0033,0.0026,0.0058,0.00383720930233,49.0766,0.8615,0.859,0.892,64.4477,33.3333,47.0085,1443101400
SPWR,3.167,24.838,21.33,21.671,-0.107672876539,-0.108,-0.521,-0.629,-0.00506329113924,35.43,24.941,23.255,22.388,33.006,22.026,14.017,1443101400
MSTX,0.079,0.498,0.45,0.419,0.392405063291,0.002,0.001,0.002,0.00444444444444,48.983,0.455,0.459,0.466,36.852,42.857,64.286,1443101400
CBFV,1.153,21.627,21.35,20.474,0.759757155247,0.004,0.261,0.265,0.000187353629977,58.145,20.347,21.051,21.332,47.359,75.46,69.171,1443101400
FWRD,3.406,45.748,42.33,42.342,-0.00352319436289,-0.042,-1.121,-1.163,-0.00099220411056,32.58,47.572,44.045,42.878,27.954,22.454,13.506,1443101400
JNJ,4.567,95.732,92.48,91.165,0.287935187213,0.134,-1.038,-0.904,0.00144896193772,41.382,97.038,93.449,93.046,38.815,33.986,41.518,1443101400
OCLS,0.197,1.302,1.38,1.105,1.39593908629,0.022,-0.018,0.004,0.0159420289855,63.479,1.318,1.204,1.25,48.459,100.0,66.667,1443101400
UTHR,20.297,161.385,141.2,141.088,0.00551805685569,-0.732,-3.568,-4.3,-0.00518413597734,33.831,162.086,151.237,145.404,32.378,18.954,15.568,1443101400
XENE,2.002,10.401,8.58,8.399,0.0904095904096,-0.042,-0.295,-0.337,-0.0048951048951,33.669,10.041,9.4,9.012,32.202,14.094,15.288,1443101400
BITA,3.056,27.826,26.64,24.77,0.611910994764,0.585,-1.945,-1.36,0.0219594594595,43.888,34.432,26.298,26.604,47.943,66.017,56.349,1443101400
ESV,3.767,18.035,14.65,14.268,0.101406955137,-0.087,-0.463,-0.55,-0.0059385665529,37.923,17.42,16.151,15.056,29.453,6.333,4.739,1443101400
IDN,0.256,1.233,1.02,0.977,0.16796875,-0.01,-0.015,-0.024,-0.00980392156863,43.26,1.124,1.105,1.044,34.062,6.897,12.644,1443101400
STRM,0.626,3.096,2.81,2.47,0.543130990415,-0.005,0.047,0.042,-0.0017793594306,50.943,2.703,2.783,2.856,51.499,13.75,26.638,1443101400
IPXL,5.352,45.45,42.69,40.098,0.484304932735,0.087,-0.574,-0.486,0.00203794799719,45.286,45.636,42.774,42.718,57.949,46.384,44.13,1443101400
TE,10.653,30.008,26.68,19.355,0.687599737163,0.04,1.374,1.414,0.00149925037481,80.526,22.123,24.681,26.648,81.136,96.936,96.29,1443101400
NCTY,0.174,1.257,1.14,1.083,0.327586206897,0.003,-0.038,-0.034,0.00263157894737,44.175,1.271,1.17,1.144,52.658,31.25,33.946,1443101400
YORW,1.636,22.145,22.1,20.509,0.972493887531,0.111,0.15,0.26,0.00502262443439,65.365,21.234,21.327,21.974,65.916,85.227,78.788,1443101400
SNDK,5.99,56.713,51.01,50.723,0.0479131886477,-0.278,-0.495,-0.772,-0.005449911782,38.747,55.551,53.718,51.882,33.61,18.048,9.078,1443101400
CCS,2.649,23.627,21.23,20.978,0.0951302378256,-0.261,0.352,0.091,-0.0122939236929,42.777,20.934,22.303,21.636,47.299,24.194,10.461,1443101400
TTEK,1.456,26.059,24.88,24.603,0.190247252747,-0.04,-0.19,-0.23,-0.0016077170418,42.718,25.652,25.331,24.976,56.553,27.381,15.227,1443101400
CGI,2.268,19.489,16.97,17.221,-0.110670194004,-0.04,-0.553,-0.593,-0.00235710076606,31.214,20.016,18.355,17.76,31.467,3.687,10.125,1443101400
FLTX,10.13,51.84,50.76,41.71,0.893385982231,0.728,0.307,1.035,0.014342001576,63.77,47.543,46.775,50.554,76.632,82.084,91.418,1443101400
TROW,4.651,72.833,68.36,68.182,0.0382713394969,-0.022,-1.208,-1.23,-0.000321825629023,35.688,74.428,70.507,69.216,41.618,8.687,9.5,1443101400
SIVB,11.083,129.073,119.34,117.99,0.121808174682,0.019,-3.424,-3.405,0.000159208982738,38.102,135.204,123.532,119.652,48.45,36.289,35.001,1443101400
GAIA,1.442,7.013,6.63,5.571,0.73439667129,0.06,0.079,0.139,0.00904977375566,58.133,6.421,6.292,6.688,77.804,73.214,73.214,1443101400
ASGN,4.284,38.463,38.02,34.179,0.896591970121,0.39,-0.271,0.118,0.0102577590742,57.291,38.03,36.321,37.864,65.734,88.614,89.799,1443101400
AVID,0.809,8.909,8.27,8.1,0.210135970334,0.08,-0.424,-0.344,0.00967351874244,37.409,10.429,8.505,8.382,25.537,23.077,17.802,1443101400
HRT,0.46,6.367,6.24,5.907,0.723913043478,0.03,-0.045,-0.016,0.00480769230769,53.287,6.293,6.137,6.234,38.351,100.0,95.455,1443101400
LEU,0.953,3.923,3.16,2.97,0.199370409234,-0.028,-0.145,-0.173,-0.00886075949367,38.54,3.738,3.447,3.132,18.104,35.714,29.535,1443101400
KEYS,2.762,33.831,31.21,31.069,0.0510499637944,-0.219,0.472,0.253,-0.00701698173662,42.668,31.187,32.45,32.154,42.407,6.109,11.595,1443101400
GEL,5.166,45.586,39.66,40.42,-0.147115756872,-0.4,-0.198,-0.598,-0.0100857286939,34.754,43.468,43.003,41.292,16.671,23.899,17.516,1443101400
AVGO,14.403,134.26,124.1,119.857,0.294591404568,-0.393,1.04,0.647,-0.00316680096696,46.746,126.544,127.059,125.838,45.648,30.0,31.631,1443101400
EE,2.42,36.27,36.11,33.85,0.933884297521,0.18,-0.234,-0.054,0.00498476876212,56.259,35.817,35.06,35.666,48.48,96.507,84.201,1443101400
CTRE,1.428,12.101,11.89,10.673,0.852240896359,0.109,-0.103,0.006,0.00916736753574,55.047,12.15,11.387,11.832,70.921,78.039,69.135,1443101400
MUR,6.049,30.923,24.68,24.874,-0.0320714167631,-0.045,-1.529,-1.574,-0.00182333873582,29.503,32.463,27.899,26.186,37.125,2.439,4.942,1443101400
ICLR,6.415,81.031,75.77,74.616,0.179890880748,-0.29,0.608,0.318,-0.00382737231094,42.797,75.54,77.824,78.202,48.213,16.976,31.97,1443101400
GGAL,3.492,21.044,17.55,17.552,-0.000572737686139,-0.243,-0.136,-0.378,-0.0138461538462,35.642,19.535,19.298,18.228,22.112,5.46,4.951,1443101400
KSU,7.074,96.35,90.3,89.276,0.144755442465,-0.133,-0.334,-0.467,-0.00147286821705,41.681,94.652,92.813,92.588,44.328,7.206,16.463,1443101400
FTNT,6.007,46.783,45.9,40.776,0.853004827701,0.317,0.165,0.481,0.00690631808279,59.206,44.321,43.78,45.536,69.706,93.103,91.31,1443101400
NZZ.V,0.022,0.055,0.045,0.033,0.545454545455,0.0,0.003,0.002,0.0,61.865,0.037,0.044,0.045,100.0,0.0,22.222,1443101400
WSBC,1.751,31.907,31.53,30.156,0.784694460308,0.14,-0.246,-0.106,0.00444021566762,51.682,32.522,31.032,31.344,36.511,76.582,67.213,1443101400
LOW,2.898,70.257,68.48,67.359,0.386818495514,-0.027,-0.079,-0.106,-0.000394275700935,47.379,68.827,68.808,68.734,52.812,27.842,31.245,1443101400
WAL,2.801,32.312,31.25,29.511,0.620849696537,0.097,-0.284,-0.187,0.003104,49.09,32.449,30.912,30.912,53.181,49.466,46.62,1443101400
NCT,0.381,5.161,5.11,4.78,0.866141732283,0.019,0.056,0.075,0.00371819960861,59.333,4.796,4.971,5.114,43.14,74.468,82.979,1443101400
DRII,3.071,26.674,24.55,23.603,0.308368609573,0.12,-0.579,-0.459,0.00488798370672,39.968,27.857,25.139,25.274,51.934,20.352,26.047,1443101400
LEN,4.085,53.306,50.12,49.221,0.220073439412,-0.198,-0.101,-0.3,-0.00395051875499,44.15,51.79,51.264,50.542,42.612,25.812,18.837,1443101400
NP,2.793,58.234,55.62,55.441,0.0640887934121,-0.052,-0.662,-0.714,-0.000934915498022,38.356,58.619,56.837,56.174,28.397,23.174,12.646,1443101400
TSRE,0.455,6.9,6.79,6.445,0.758241758242,0.026,-0.026,0.0,0.00382916053019,53.893,6.851,6.673,6.79,93.326,87.805,88.082,1443101400
SC,1.573,22.652,21.53,21.079,0.286713286713,0.064,-0.337,-0.273,0.00297259637715,41.434,23.179,21.866,21.79,60.763,31.111,39.209,1443101400
PNK,2.724,38.009,35.35,35.285,0.0238619676946,-0.073,-0.522,-0.595,-0.00206506364922,33.025,38.097,36.647,35.878,33.281,24.016,16.033,1443101400
NEO,1.206,7.14,6.73,5.934,0.660033167496,0.0,0.185,0.184,0.0,56.705,6.217,6.537,6.802,63.127,51.0,46.908,1443101400
NAVG,3.184,78.338,78.0,75.154,0.893844221106,0.112,-0.064,0.047,0.0014358974359,56.514,77.618,76.746,76.984,65.669,82.621,55.841,1443101400
LBTYK,2.992,46.112,44.71,43.12,0.531417112299,0.231,-0.623,-0.392,0.0051666293894,44.749,46.927,44.616,45.228,42.199,57.655,64.387,1443101400
CERN,4.743,64.533,62.33,59.79,0.535526038372,0.29,-0.575,-0.285,0.0046526552222,46.67,65.725,62.162,62.998,45.276,46.346,53.433,1443101400
CHTR,18.481,195.094,184.93,176.613,0.450029760294,0.277,2.167,2.445,0.00149786405667,48.483,183.027,185.854,191.124,57.551,33.179,66.775,1443101400
HWD.TO,1.372,17.934,16.2,16.562,-0.263848396501,-0.093,-0.026,-0.12,-0.00574074074074,38.142,17.244,17.248,16.958,34.686,0.0,24.306,1443101400
BDGE,1.544,27.341,27.05,25.797,0.811528497409,0.055,-0.074,-0.019,0.00203327171904,53.567,26.864,26.569,26.738,49.662,75.897,67.863,1443101400
MEP,1.857,11.924,10.72,10.067,0.351642434033,-0.017,-0.071,-0.088,-0.00158582089552,46.983,10.779,10.996,10.798,49.564,29.48,34.104,1443101400
LYV,1.764,25.896,24.69,24.132,0.316326530612,0.038,-0.103,-0.066,0.00153908464966,41.902,25.758,25.014,25.222,35.264,19.876,43.517,1443101400
BRK-B,8.073,135.563,128.83,127.49,0.165985383377,0.037,-2.034,-1.997,0.000287200186292,38.99,137.509,131.527,129.474,30.275,15.63,14.645,1443101400
GIS,2.211,57.855,56.95,55.644,0.590682948892,0.113,-0.173,-0.06,0.00198419666374,49.774,57.371,56.75,56.97,52.593,54.406,62.58,1443101400
LDR,2.535,38.077,36.4,35.542,0.338461538462,-0.02,-0.229,-0.248,-0.000549450549451,46.662,37.191,36.81,36.682,27.55,50.519,43.788,1443101400
TC,0.175,0.621,0.5,0.446,0.308571428571,-0.002,0.0,-0.002,-0.004,44.089,0.564,0.534,0.528,45.134,4.167,13.429,1443101400
VAR,6.567,82.526,75.75,75.959,-0.0318257956449,-0.121,-1.659,-1.78,-0.00159735973597,31.979,83.849,79.243,77.186,22.45,11.128,9.405,1443101400
MBFI,2.39,33.561,32.49,31.171,0.551882845188,0.017,-0.241,-0.224,0.00052323791936,49.34,33.431,32.366,31.918,49.71,48.927,31.903,1443101400
BBG,2.656,5.526,3.13,2.87,0.0978915662651,-0.04,-0.443,-0.484,-0.0127795527157,34.55,5.38,4.198,3.446,23.413,5.7,6.425,1443101400
ROKA,0.514,2.866,2.4,2.352,0.0933852140078,-0.022,-0.066,-0.088,-0.00916666666667,35.855,2.812,2.609,2.424,20.804,9.756,8.808,1443101400
OBCI,0.197,2.711,2.64,2.514,0.639593908629,0.029,-0.095,-0.066,0.0109848484848,43.664,2.985,2.613,2.648,34.673,66.667,56.508,1443101400
EL,4.9,80.473,78.54,75.573,0.605510204082,0.489,-1.8,-1.311,0.00622612681436,46.103,84.097,78.023,78.078,45.391,70.404,60.09,1443101400
TSS,3.356,47.986,46.75,44.63,0.631704410012,0.004,0.333,0.337,8.55614973262e-05,52.584,45.502,46.308,46.722,51.015,61.561,61.17,1443101400
PVG.TO,1.452,7.62,7.75,6.168,1.08953168044,0.094,0.077,0.17,0.0121290322581,64.636,6.686,6.894,7.37,69.548,94.886,82.079,1443101400
ZEN,2.14,22.159,21.28,20.019,0.589252336449,0.04,0.134,0.174,0.00187969924812,50.92,21.08,21.089,21.514,67.183,65.644,73.005,1443101400
ARNA,0.469,2.957,2.59,2.488,0.217484008529,0.022,-0.188,-0.165,0.00849420849421,37.116,3.486,2.723,2.632,40.639,21.569,16.409,1443101400
MNTX,0.912,6.694,5.82,5.782,0.0416666666667,-0.038,-0.102,-0.141,-0.00652920962199,40.724,6.426,6.238,5.972,30.019,17.361,10.639,1443101400
WNS,2.269,30.908,28.91,28.639,0.119435874835,-0.149,-0.016,-0.165,-0.00515392597717,44.503,29.361,29.774,29.086,36.816,16.064,18.588,1443101400
MR,1.528,24.643,23.8,23.115,0.448298429319,0.106,-0.642,-0.537,0.00445378151261,41.859,25.697,23.879,23.604,44.689,49.64,47.242,1443101400
ADP,4.799,80.615,79.58,75.816,0.784330068764,0.309,-0.348,-0.039,0.00388288514702,52.094,80.111,78.216,79.41,58.289,77.935,74.422,1443101400
AGII,1.979,56.121,56.66,54.142,1.27235977767,0.2,-0.362,-0.161,0.00352982703848,59.092,56.214,55.132,55.532,45.465,96.454,80.432,1443101400
LMOS,1.079,12.508,12.04,11.429,0.566265060241,0.073,-0.236,-0.163,0.00606312292359,43.735,13.105,11.969,12.08,49.948,34.234,40.67,1443101400
LTBR,0.231,1.082,0.87,0.851,0.0822510822511,-0.013,-0.01,-0.022,-0.0149425287356,39.264,0.969,0.967,0.904,90.469,3.571,3.102,1443101400
SXI,7.38,80.859,73.8,73.479,0.0434959349593,-0.531,0.038,-0.493,-0.00719512195122,42.104,76.634,77.169,74.592,32.207,28.023,12.618,1443101400
AD.TO,4.496,29.696,28.49,25.2,0.731761565836,0.297,-0.031,0.266,0.0104247104247,55.277,28.812,27.448,28.924,63.168,73.684,84.032,1443101400
MYOS,1.181,2.408,2.5,1.227,1.07790008467,0.148,-0.202,-0.054,0.0592,59.035,2.664,1.817,2.26,70.529,84.615,82.025,1443101400
Y.TO,2.096,18.073,16.19,15.977,0.101622137405,0.03,-0.221,-0.191,0.00185299567634,38.213,17.73,17.025,17.154,27.187,9.314,32.303,1443101400
EVDY,1.218,10.508,9.48,9.29,0.155993431856,0.017,-0.262,-0.244,0.00179324894515,39.387,11.076,9.899,9.788,39.912,20.0,14.102,1443101400
CRDS,0.622,1.543,1.4,0.921,0.770096463023,0.022,0.048,0.07,0.0157142857143,62.696,1.222,1.232,1.404,69.024,77.273,77.879,1443101400
AAT,3.29,40.56,39.92,37.27,0.80547112462,0.231,-0.242,-0.011,0.00578657314629,53.906,40.216,38.915,39.834,64.96,82.043,78.225,1443101400
TBBK,1.722,8.676,8.82,6.954,1.08362369338,0.157,-0.039,0.118,0.0178004535147,68.775,8.354,7.815,8.332,46.867,97.959,96.232,1443101400
FTG.TO,0.301,2.19,2.06,1.889,0.568106312292,0.005,0.036,0.041,0.00242718446602,52.025,2.006,2.039,2.106,33.432,45.833,63.889,1443101400
MMM,8.456,145.347,137.58,136.891,0.0814806054872,-0.109,-1.863,-1.973,-0.000792266317779,37.586,147.519,141.119,138.584,30.323,21.555,13.346,1443101400
GWB,2.401,26.257,25.3,23.856,0.601416076635,-0.001,-0.007,-0.008,-3.95256916996e-05,50.563,25.158,25.057,25.062,56.188,65.399,57.288,1443101400
WEC,4.28,50.251,50.19,45.971,0.985747663551,0.277,0.017,0.293,0.00551902769476,63.986,48.466,48.111,49.552,75.321,96.333,91.135,1443101400
CFR,3.903,64.672,62.25,60.769,0.379451703818,0.31,-1.638,-1.328,0.00497991967871,41.697,68.507,62.721,62.16,52.691,33.967,34.389,1443101400
SYA,0.197,31.61,31.55,31.413,0.695431472081,-0.185,0.719,0.533,-0.00586370839937,70.588,28.413,31.512,31.552,33.122,59.375,59.375,1443101400
BANC,0.567,12.696,12.46,12.129,0.583774250441,0.021,-0.054,-0.033,0.00168539325843,49.135,12.814,12.413,12.438,39.526,54.717,47.376,1443101400
RHI,2.587,52.611,50.33,50.024,0.118283726324,0.062,-0.851,-0.789,0.00123186966024,39.309,54.051,51.318,50.89,44.754,8.997,20.811,1443101400
TPN.V,0.289,0.329,0.27,0.04,0.795847750865,0.018,0.0,0.018,0.0666666666667,57.267,0.216,0.185,0.268,0.0,69.388,78.231,1443101400
IBOC,1.982,26.194,24.9,24.212,0.347124117053,-0.013,-0.3,-0.313,-0.000522088353414,43.492,26.249,25.203,24.786,48.874,23.043,18.841,1443101400
SNA,8.898,161.598,152.37,152.7,-0.0370869858395,-0.322,-1.425,-1.747,-0.00211327689178,37.268,161.0,157.149,154.8,39.646,15.831,13.925,1443101400
TWX,4.537,72.525,67.62,67.988,-0.0811108662112,0.288,-2.504,-2.216,0.00425909494232,29.472,79.295,70.257,69.048,17.652,12.562,14.845,1443101400
SVA,0.481,5.505,5.1,5.024,0.158004158004,-0.019,-0.034,-0.054,-0.00372549019608,42.15,5.314,5.265,5.172,14.127,5.556,12.663,1443101400
FLXN,6.277,27.815,23.38,21.538,0.293452286124,-0.071,0.142,0.071,-0.00303678357571,46.657,23.943,24.677,24.728,47.266,39.32,51.328,1443101400
INTU,5.834,89.882,87.86,84.048,0.653411038738,0.668,-2.908,-2.239,0.00760300478033,43.594,97.697,86.965,86.92,61.449,66.255,58.867,1443101400
TET.TO,1.288,4.781,3.76,3.493,0.207298136646,-0.009,-0.083,-0.092,-0.00239361702128,42.342,4.329,4.137,3.982,63.2,16.822,24.103,1443101400
RHT,6.074,74.404,73.16,68.33,0.7951926243,0.571,-1.091,-0.519,0.00780481137233,52.306,75.516,71.367,72.582,41.458,89.552,90.289,1443101400
