,MFI,timestamp
GPX,52.695,1434398340
HELE,53.702,1434398340
PTEN,60.279,1434398340
KRFT,44.412,1434398340
DAL,42.194,1434398340
UEC,45.226,1434398340
UMBF,52.752,1434398340
CRT,30.1,1434398340
HAYN,62.513,1434398340
QCOM,50.522,1434398340
ABT,48.236,1434398340
SBNY,45.345,1434398340
AMKR,56.423,1434398340
ARRY,51.312,1434398340
ALN.V,,1434398340
GEF,58.272,1434398340
DSS,3.1658,1434398340
RIC,49.572,1434398340
LDOS,61.336,1434398340
ORI,54.993,1434398340
IM,53.282,1434398340
RMAX,50.929,1434398340
OCN,52.039,1434398340
SBSI,42.6,1434398340
WIN,48.796,1434398340
XRS,15.832,1434398340
ABBV,50.483,1434398340
APTO,60.301,1434398340
INT,61.437,1434398340
STRT,12.887,1434398340
SRE,38.146,1434398340
GCU.V,,1434398340
GNRC,75.612,1434398340
ARMH,48.583,1434398340
AUPH,,1434398340
SIRO,44.314,1434398340
TRMK,62.744,1434398340
VTNR,49.044,1434398340
IT,54.746,1434398340
TRIB,70.101,1434398340
NOC,51.089,1434398340
FONR,,1434398340
AE,,1434398340
MAC,49.27,1434398340
SAIC,63.015,1434398340
SPP,,1434398340
VSAT,44.662,1434398340
ENSV,80.735,1434398340
ATRI,,1434398340
SAVE,50.355,1434398340
CLRX,,1434398340
CAPN,39.153,1434398340
NDRM,58.953,1434398340
CYBR,57.835,1434398340
WPCS,28.885,1434398340
AXN,53.876,1434398340
ATOS,54.213,1434398340
ASTI,36.063,1434398340
WLL,55.177,1434398340
EGRX,51.986,1434398340
GDP,44.502,1434398340
HOTR,70.047,1434398340
FEYE,55.823,1434398340
NVTA,63.197,1434398340
MDAS,45.28,1434398340
ANGI,43.43,1434398340
OAS,50.529,1434398340
SFY,49.011,1434398340
WGBS,62.717,1434398340
FARM,59.054,1434398340
GLBZ,,1434398340
TAST,47.8,1434398340
ZEUS,54.76,1434398340
OCFC,39.88,1434398340
CFX,55.902,1434398340
FTEK,47.864,1434398340
MRVL,57.196,1434398340
ETE,54.756,1434398340
PHMD,54.337,1434398340
FES,49.109,1434398340
ACAS,37.128,1434398340
ALE,51.513,1434398340
SDT,22.684,1434398340
JDSU,57.444,1434398340
IHT,,1434398340
TITN,54.701,1434398340
BDCV,,1434398340
AYA.TO,42.037,1434398340
RMCF,,1434398340
NVDQ,59.462,1434398340
EURN,61.275,1434398340
AEZS,42.984,1434398340
GSAT,55.484,1434398340
GOOD,41.386,1434398340
CPS,36.399,1434398340
ORA,59.435,1434398340
AIRI,31.723,1434398340
FELE,60.282,1434398340
FIG,71.875,1434398340
WRI,58.832,1434398340
ALG,57.015,1434398340
CVE.TO,69.4,1434398340
IQNT,55.464,1434398340
WLKP,52.747,1434398340
ALEX,33.54,1434398340
FSLR,62.591,1434398340
WNR,52.745,1434398340
MGA.TO,,1434398340
MNST,42.082,1434398340
CATM,49.106,1434398340
GK,45.587,1434398340
GLD.V,,1434398340
CGIX,,1434398340
EXLS,45.64,1434398340
DLR,50.545,1434398340
CTRX,54.226,1434398340
XNPT,65.361,1434398340
AMGN,50.522,1434398340
ATRO,39.227,1434398340
FUL,50.64,1434398340
NPO,57.958,1434398340
NYCB,47.762,1434398340
UBNT,60.205,1434398340
SQNM,48.375,1434398340
CRS,53.641,1434398340
RNN,36.251,1434398340
GABC,55.258,1434398340
IRG.TO,,1434398340
FFBC,46.593,1434398340
PBF,47.833,1434398340
SMRT,64.759,1434398340
BAMM,,1434398340
USNA,52.028,1434398340
HLS,52.012,1434398340
ENLC,63.458,1434398340
WPG,43.189,1434398340
SSB,49.452,1434398340
STX,56.434,1434398340
CP,51.007,1434398340
BXE.TO,61.219,1434398340
DSPG,42.894,1434398340
JPM,50.889,1434398340
TX,51.931,1434398340
TYL,60.8,1434398340
NEP,43.569,1434398340
TRNX,47.487,1434398340
ESNT,53.061,1434398340
EH.TO,,1434398340
WY,45.397,1434398340
HBK.V,,1434398340
AFOP,49.322,1434398340
LPNT,49.96,1434398340
AAV.TO,67.953,1434398340
LIQ.TO,,1434398340
AHPI,,1434398340
VLE.TO,,1434398340
HMN,55.723,1434398340
WMT,41.983,1434398340
XENT,44.553,1434398340
RNST,62.951,1434398340
CCE,52.039,1434398340
BSQR,42.755,1434398340
BIIB,45.613,1434398340
ASMB,66.703,1434398340
ESL.TO,47.12,1434398340
NRZ,48.693,1434398340
ZFC,29.534,1434398340
IMGN,48.795,1434398340
FCH,51.788,1434398340
SWC,50.466,1434398340
AEC,42.745,1434398340
FARO,66.669,1434398340
PDFS,54.004,1434398340
WSCI,,1434398340
UCTT,56.792,1434398340
WLK,65.071,1434398340
QTM,45.385,1434398340
ICE,58.121,1434398340
HL,67.878,1434398340
SKYW,47.6,1434398340
ENSG,46.647,1434398340
PVTB,46.391,1434398340
XLNX,52.032,1434398340
BMS,49.171,1434398340
DVAX,60.552,1434398340
CNMD,55.043,1434398340
PMD,,1434398340
ERA,59.52,1434398340
SOHO,47.817,1434398340
LPTN,74.186,1434398340
COO,50.464,1434398340
FLR,52.452,1434398340
CRTO,52.243,1434398340
MD,49.676,1434398340
AMAG,53.79,1434398340
FRS,79.735,1434398340
ARI,46.788,1434398340
PRA,50.505,1434398340
DYSL,,1434398340
BABY,49.719,1434398340
XBKS,,1434398340
FRBK,40.729,1434398340
BR,47.673,1434398340
DGII,34.916,1434398340
SCHL,59.769,1434398340
VIT.V,,1434398340
MSON,4.825,1434398340
BMI,56.046,1434398340
OGEN,49.717,1434398340
LXFT,53.217,1434398340
PWX,,1434398340
MRE.TO,44.012,1434398340
MAN,60.532,1434398340
DSX,59.1,1434398340
IFT,58.886,1434398340
ACPW,25.267,1434398340
HH,64.741,1434398340
BLMT,44.42,1434398340
FORM,39.46,1434398340
AXR,,1434398340
IBTX,60.257,1434398340
URG,,1434398340
SOHU,41.989,1434398340
PBYI,47.326,1434398340
TRMB,42.475,1434398340
AFG,55.668,1434398340
CVBF,58.444,1434398340
RAI,54.25,1434398340
GSIG,61.178,1434398340
BRKL,51.392,1434398340
SEAS,53.056,1434398340
STLY,,1434398340
CVG,48.465,1434398340
INFN,65.647,1434398340
AP-UN.TO,22.171,1434398340
WJA.TO,89.472,1434398340
AMCX,53.157,1434398340
ACGL,52.273,1434398340
SRV-UN.TO,,1434398340
KBT.V,,1434398340
LECO,41.325,1434398340
CVR.V,,1434398340
PSX,59.414,1434398340
DTV,61.755,1434398340
RSE,52.388,1434398340
DSCO,24.4399,1434398340
IPCC,49.648,1434398340
TILE,47.021,1434398340
FFNW,49.614,1434398340
IP,51.821,1434398340
QHR.V,,1434398340
NOAH,63.52,1434398340
BBT,49.485,1434398340
NGL,59.665,1434398340
ADK,56.892,1434398340
CSTE,59.521,1434398340
DNA.TO,,1434398340
CVS,51.497,1434398340
ADNC,47.025,1434398340
KELYA,51.396,1434398340
AEL,62.507,1434398340
JBSS,62.512,1434398340
PNY,55.195,1434398340
CVI,52.689,1434398340
GS,52.6,1434398340
KDI.V,,1434398340
CCLP,50.162,1434398340
TREC,40.879,1434398340
LWP.TO,,1434398340
CNSL,63.52,1434398340
CIT,51.134,1434398340
CLFD,57.902,1434398340
UBSH,56.222,1434398340
DSR.V,,1434398340
LINE,54.28,1434398340
WPP,49.494,1434398340
BLDR,56.628,1434398340
CX,48.764,1434398340
ASTE,53.695,1434398340
LANC,50.673,1434398340
JNJ,46.242,1434398340
NWN,57.021,1434398340
UTHR,48.633,1434398340
VRSN,53.552,1434398340
WDC,49.552,1434398340
PD.TO,59.263,1434398340
EMKR,35.901,1434398340
ABX,57.173,1434398340
DARA,47.531,1434398340
SGNT,47.99,1434398340
QTWW,64.092,1434398340
SPWR,58.473,1434398340
MSTX,37.578,1434398340
CBFV,67.6,1434398340
XENE,48.711,1434398340
OCLS,42.7693,1434398340
NZZ.V,,1434398340
FWRD,59.531,1434398340
ESV,52.492,1434398340
BITA,43.557,1434398340
IPXL,53.764,1434398340
IDN,,1434398340
STRM,25.775,1434398340
NCTY,,1434398340
YORW,54.27,1434398340
SNDK,50.504,1434398340
TE,48.559,1434398340
GAIA,62.75,1434398340
NCT,40.637,1434398340
FLTX,57.907,1434398340
SIVB,43.484,1434398340
CCS,54.376,1434398340
LEU,30.866,1434398340
CGI,37.325,1434398340
AVID,64.8,1434398340
MUR,42.508,1434398340
TROW,50.352,1434398340
KSU,49.653,1434398340
ASGN,55.974,1434398340
TTEK,53.028,1434398340
HRT,,1434398340
EE,55.629,1434398340
WAL,52.76,1434398340
AVGO,57.077,1434398340
TSRE,47.211,1434398340
CTRE,62.453,1434398340
GEL,52.253,1434398340
ICLR,54.683,1434398340
KEYS,51.86,1434398340
LOW,54.621,1434398340
FTNT,49.151,1434398340
DRII,55.281,1434398340
WSBC,45.035,1434398340
GGAL,47.412,1434398340
NP,45.305,1434398340
LEN,56.287,1434398340
PNK,51.069,1434398340
SC,61.019,1434398340
NAVG,58.415,1434398340
LBTYK,41.404,1434398340
NEO,52.986,1434398340
GIS,51.315,1434398340
CERN,58.635,1434398340
HWD.TO,58.614,1434398340
CHTR,56.911,1434398340
BDGE,34.09,1434398340
BRK-B,49.677,1434398340
BBG,52.568,1434398340
MBFI,53.592,1434398340
VAR,46.837,1434398340
MEP,36.704,1434398340
LYV,47.241,1434398340
TC,42.3948,1434398340
LDR,52.723,1434398340
ROKA,45.975,1434398340
TSS,49.079,1434398340
EL,52.98,1434398340
OBCI,,1434398340
PVG.TO,54.606,1434398340
ARNA,53.913,1434398340
MNTX,46.192,1434398340
SXI,55.887,1434398340
MR,48.037,1434398340
ADP,44.854,1434398340
LMOS,57.894,1434398340
ZEN,43.065,1434398340
WNS,60.121,1434398340
EME,60.599,1434398340
AGII,60.466,1434398340
EVDY,57.64,1434398340
TBBK,50.716,1434398340
AD.TO,46.405,1434398340
MYOS,,1434398340
LTBR,48.671,1434398340
Y.TO,47.64,1434398340
CRDS,73.661,1434398340
AAT,53.507,1434398340
GWB,40.172,1434398340
FTG.TO,,1434398340
MMM,48.767,1434398340
WEC,52.234,1434398340
TOF,,1434398340
CFR,55.479,1434398340
TET.TO,39.572,1434398340
BANC,56.347,1434398340
OGE,53.484,1434398340
SYA,50.338,1434398340
TPN.V,,1434398340
SNA,51.047,1434398340
RHI,38.427,1434398340
IBOC,47.205,1434398340
RHT,54.138,1434398340
TWX,56.373,1434398340
FLXN,54.473,1434398340
SVA,47.314,1434398340
INTU,44.491,1434398340
PNC,48.419,1434398340
GCO,60.471,1434398340
IPWR,,1434398340
ACRE,48.993,1434398340
PEB,53.379,1434398340
FCCY,37.785,1434398340
BBX,47.214,1434398340
DRD,82.656,1434398340
TTC,64.079,1434398340
LRN,52.61,1434398340
ADHD,69.736,1434398340
HCG.TO,41.484,1434398340
CKSW,36.511,1434398340
PRIM,53.332,1434398340
ECL,50.863,1434398340
NEOT,28.588,1434398340
TEP,47.893,1434398340
SSI,44.669,1434398340
ZUMZ,46.639,1434398340
PFE,45.298,1434398340
UFCS,50.711,1434398340
RICK,,1434398340
WDAY,53.749,1434398340
AAC,52.447,1434398340
TMK,54.009,1434398340
CALI,,1434398340
PRAH,44.359,1434398340
IMN,44.34,1434398340
ETH,57.503,1434398340
WB,39.778,1434398340
HNI,48.283,1434398340
GD,53.685,1434398340
BXS,57.352,1434398340
ESIO,54.46,1434398340
CI,50.213,1434398340
LEE,42.716,1434398340
DOV,52.63,1434398340
NYRT,51.496,1434398340
WCP.TO,42.509,1434398340
DD,55.406,1434398340
MAA,49.954,1434398340
GORO,37.656,1434398340
MDR,50.249,1434398340
VIMC,56.113,1434398340
CELG,47.225,1434398340
TLR,,1434398340
NUE,49.263,1434398340
NEU,51.856,1434398340
BOFI,45.282,1434398340
RITT,8.996,1434398340
VCYT,45.721,1434398340
BNCL,46.934,1434398340
EVHC,53.257,1434398340
MDCA,53.522,1434398340
AVT,50.375,1434398340
AMTD,52.531,1434398340
HAL,57.264,1434398340
MM,46.498,1434398340
PBH,52.342,1434398340
QADA,50.802,1434398340
DYAX,46.282,1434398340
NKE,44.968,1434398340
WHR,53.949,1434398340
CAVM,50.226,1434398340
LYTS,59.487,1434398340
DK,49.058,1434398340
SBH,30.668,1434398340
CONN,56.2,1434398340
RLH,47.675,1434398340
WLFC,20.923,1434398340
PFX,57.651,1434398340
TNC,53.01,1434398340
AU.V,,1434398340
SWX,48.127,1434398340
SSY,,1434398340
Q,49.744,1434398340
STRI,23.353,1434398340
VVI,72.518,1434398340
AMSWA,41.274,1434398340
SSNC,50.068,1434398340
KTCC,55.903,1434398340
GSR.V,,1434398340
AXTI,,1434398340
ABCW,29.799,1434398340
SINA,44.178,1434398340
HOLX,59.93,1434398340
ABCO,49.777,1434398340
ALXA,34.354,1434398340
MEIL,,1434398340
PMFG,31.329,1434398340
SXL,55.665,1434398340
ATRC,26.449,1434398340
OIBR,55.333,1434398340
SIGI,53.712,1434398340
ALOT,,1434398340
TEL,57.709,1434398340
ARCB,47.3,1434398340
QEPM,,1434398340
HCC,42.669,1434398340
DYNT,,1434398340
HOMB,52.598,1434398340
DEE.TO,39.5,1434398340
MOD,40.558,1434398340
BAX,51.754,1434398340
SKUL,56.028,1434398340
POM,37.219,1434398340
LUK,51.858,1434398340
BDC,65.135,1434398340
VICR,39.775,1434398340
CNR.TO,48.311,1434398340
SEAC,54.98,1434398340
IPHS,53.707,1434398340
RAS,37.178,1434398340
AIV,43.46,1434398340
MIC.TO,29.813,1434398340
RBY,49.1,1434398340
AMCF,,1434398340
MSL,65.844,1434398340
ACOR,63.023,1434398340
SWI,44.018,1434398340
GPT,54.377,1434398340
CNW,49.249,1434398340
RPRX,49.392,1434398340
SMF.TO,57.141,1434398340
WWW,28.217,1434398340
PFMT,32.539,1434398340
OTTR,58.158,1434398340
CYT,65.077,1434398340
STAY,45.726,1434398340
CIM,44.293,1434398340
CBT,52.902,1434398340
CHCO,58.113,1434398340
BBY,53.565,1434398340
ORLY,50.134,1434398340
DLA,64.508,1434398340
AMZN,50.137,1434398340
QTNT,,1434398340
TOU.TO,43.065,1434398340
STR,51.705,1434398340
SDPI,,1434398340
TOWR,47.211,1434398340
NRG,48.09,1434398340
WAGE,56.937,1434398340
MPW,46.017,1434398340
FTI,46.276,1434398340
ICA,61.764,1434398340
LL,61.625,1434398340
FMER,51.694,1434398340
UCBI,63.503,1434398340
ISRG,51.346,1434398340
GXP,47.24,1434398340
TMH,54.95,1434398340
MRO,51.886,1434398340
TCCO,,1434398340
INCY,49.94,1434398340
ATRS,55.492,1434398340
RFIL,,1434398340
REG,57.289,1434398340
USB-U.TO,,1434398340
BOOM,47.292,1434398340
CCC,59.212,1434398340
HMHC,45.871,1434398340
BAS,55.281,1434398340
RL,51.835,1434398340
NXPI,48.92,1434398340
MDVN,50.51,1434398340
BDX,44.98,1434398340
TYC,50.179,1434398340
FLO,48.287,1434398340
GUY.TO,92.802,1434398340
ACET,43.226,1434398340
SQI,56.478,1434398340
TRST,61.623,1434398340
AME,42.605,1434398340
PCYG,42.242,1434398340
SSP,53.408,1434398340
FTK,68.217,1434398340
PKBK,21.515,1434398340
OIIM,,1434398340
APD,55.541,1434398340
YDLE,48.324,1434398340
RFP,46.757,1434398340
USAK,47.238,1434398340
VRTU,53.479,1434398340
GFA,57.844,1434398340
SLI,28.714,1434398340
SYK,49.374,1434398340
NGD.TO,21.943,1434398340
MOLG,,1434398340
TRNO,48.628,1434398340
ADAT,,1434398340
TCAP,38.175,1434398340
HY,57.043,1434398340
RLI,48.901,1434398340
IHS,63.104,1434398340
RNX.TO,,1434398340
SIGM,58.05,1434398340
GE,50.581,1434398340
UTX,48.833,1434398340
STBZ,37.14,1434398340
HRTG,53.099,1434398340
MOG-A,52.581,1434398340
JLL,54.394,1434398340
CSII,49.33,1434398340
AFL,43.625,1434398340
KLAC,60.446,1434398340
HPT,42.271,1434398340
PFBX,,1434398340
STFC,44.535,1434398340
PLD,52.715,1434398340
BRKS,57.282,1434398340
ONFC,33.089,1434398340
AHH,42.039,1434398340
KR,51.372,1434398340
SMED,41.413,1434398340
GPS.V,,1434398340
IOC,57.22,1434398340
ACN,51.358,1434398340
ITW,53.463,1434398340
SUP.V,,1434398340
SNR.V,,1434398340
MANH,63.718,1434398340
GNTX,38.502,1434398340
GOOGL,49.875,1434398340
RJF,61.027,1434398340
TECH,48.255,1434398340
AAP,48.779,1434398340
OFIX,45.045,1434398340
THO,46.357,1434398340
THR,26.775,1434398340
ULTI,46.276,1434398340
CIX.TO,49.843,1434398340
MYRG,43.151,1434398340
CUS.TO,71.944,1434398340
ESGR,53.092,1434398340
OKE,50.556,1434398340
PFC.V,,1434398340
FRME,44.786,1434398340
MC,43.387,1434398340
EMC,56.763,1434398340
MTRX,49.761,1434398340
LOGM,57.351,1434398340
V,46.521,1434398340
ADM,45.555,1434398340
FFIC,58.093,1434398340
YRB-A.TO,14.931,1434398340
KDX.TO,,1434398340
ISBC,55.968,1434398340
NLSN,52.367,1434398340
BZT,,1434398340
TGT,50.173,1434398340
LUB,,1434398340
USAC,31.527,1434398340
MSB,42.228,1434398340
TCS.TO,,1434398340
EMAN,50.613,1434398340
NXTD,,1434398340
ADBE,46.553,1434398340
TTD.V,,1434398340
BREW,69.5,1434398340
UNP,50.787,1434398340
IVAC,30.794,1434398340
AAPL,50.233,1434398340
SLF.TO,54.663,1434398340
FM.TO,50.05,1434398340
UNH,56.317,1434398340
MBVT,82.743,1434398340
HTH,49.433,1434398340
JJSF,43.936,1434398340
MTOR,61.449,1434398340
SYRX,,1434398340
NHI,45.189,1434398340
GIG,26.985,1434398340
HMNY,,1434398340
INS,,1434398340
CCNE,30.881,1434398340
JE,43.104,1434398340
DW,65.318,1434398340
KGI.TO,55.773,1434398340
PNTR,,1434398340
AT.V,,1434398340
NAP,46.526,1434398340
KLXI,47.503,1434398340
BBEP,68.077,1434398340
AKRX,43.456,1434398340
HIG,50.421,1434398340
LMAT,48.03,1434398340
CSGP,47.047,1434398340
LUNA,15.759,1434398340
FSTR,41.574,1434398340
FIS,61.617,1434398340
PKE,66.339,1434398340
EEQ,58.646,1434398340
GRFS,49.035,1434398340
RAX,52.773,1434398340
SVC.TO,59.277,1434398340
NVX.V,,1434398340
RVLT,55.082,1434398340
EMR,48.084,1434398340
FLIR,59.82,1434398340
LBTYA,55.305,1434398340
RNWK,51.747,1434398340
Y,50.521,1434398340
AXS,56.8,1434398340
CYN,48.943,1434398340
TGV.V,,1434398340
AIQ,56.831,1434398340
IMPR,48.229,1434398340
AEPI,39.499,1434398340
NOX.V,,1434398340
FLDM,50.455,1434398340
ABM,59.41,1434398340
FMSA,49.456,1434398340
ALA.TO,55.455,1434398340
PSTB,66.242,1434398340
LTC,53.814,1434398340
K,55.522,1434398340
ATNI,54.177,1434398340
CSU,45.423,1434398340
UBOH,84.257,1434398340
UHT,54.004,1434398340
CO,24.605,1434398340
AOL,68.583,1434398340
KEY,53.163,1434398340
WYY,68.266,1434398340
HNRG,57.59,1434398340
DIR-UN.TO,,1434398340
JCOM,48.357,1434398340
UBA,59.222,1434398340
MAS,53.016,1434398340
PEGI,45.335,1434398340
VRTS,48.249,1434398340
CPB,41.698,1434398340
WRY.V,,1434398340
VNR,49.091,1434398340
UNTY,,1434398340
CTIB,,1434398340
SVU,42.67,1434398340
CTC-A.TO,61.27,1434398340
SYH.V,,1434398340
RGCO,,1434398340
WLC.TO,100.0,1434398340
WGL,45.977,1434398340
VIS.V,,1434398340
LSG.TO,87.72,1434398340
PBSK,,1434398340
ORCL,57.645,1434398340
PDL.TO,,1434398340
WFC,52.57,1434398340
WRG.TO,52.599,1434398340
COF,51.093,1434398340
CBSH,53.067,1434398340
PBH.TO,,1434398340
BUSE,51.156,1434398340
RAVN,36.421,1434398340
MGM,40.062,1434398340
KMB,50.706,1434398340
BIOC,47.185,1434398340
SBBX,22.59,1434398340
NC,54.832,1434398340
SYKE,57.805,1434398340
EDU,52.669,1434398340
CVCO,47.251,1434398340
ABIO,,1434398340
VNO,47.575,1434398340
OGC.TO,16.698,1434398340
EXK,62.24,1434398340
DOM,,1434398340
OI,44.949,1434398340
CBG,45.885,1434398340
IPL.TO,54.887,1434398340
VMC,46.8,1434398340
TCK-B.TO,48.037,1434398340
COS.TO,51.424,1434398340
ULBI,,1434398340
ZBB,67.625,1434398340
AOS,52.255,1434398340
BSTC,48.905,1434398340
GNCA,44.411,1434398340
DGC.TO,62.067,1434398340
TTEC,73.157,1434398340
FDML,55.919,1434398340
MHLD,58.719,1434398340
HE,40.301,1434398340
HPQ,39.506,1434398340
MKC,40.099,1434398340
MWV,44.685,1434398340
BRX,38.631,1434398340
WWD,63.983,1434398340
AFCB,,1434398340
GLPI,53.693,1434398340
CIVI,47.39,1434398340
NDSN,51.743,1434398340
SYNT,54.381,1434398340
PBR-A,51.325,1434398340
AWK,47.019,1434398340
HCBK,55.28,1434398340
AGRX,60.834,1434398340
ANR,41.5036,1434398340
TTM,52.271,1434398340
STE,50.582,1434398340
NPK,64.79,1434398340
EBF,55.12,1434398340
ALSN,48.564,1434398340
SWSH,,1434398340
NICK,38.228,1434398340
CCXI,47.725,1434398340
TKO.TO,,1434398340
TARO,38.455,1434398340
MSG,34.558,1434398340
CPN,43.91,1434398340
VCRA,51.833,1434398340
REED,59.155,1434398340
RHP,60.272,1434398340
PLT-UN.TO,,1434398340
NR,51.127,1434398340
OCRX,22.801,1434398340
BEN,48.351,1434398340
GMED,46.173,1434398340
OUT,46.891,1434398340
NVCN,40.75,1434398340
IO.V,,1434398340
SGY.TO,21.626,1434398340
ANTM,51.569,1434398340
CLRO,57.815,1434398340
FUNC,,1434398340
FRC,47.334,1434398340
MFRI,32.586,1434398340
XRA,42.074,1434398340
ALGT,51.837,1434398340
CAH,45.253,1434398340
FRED,53.158,1434398340
RDY,57.292,1434398340
ENT,56.156,1434398340
KW,54.997,1434398340
VSN.TO,59.644,1434398340
SASR,38.825,1434398340
GNE,35.398,1434398340
SCCO,50.092,1434398340
ZAYO,53.834,1434398340
VLGEA,40.769,1434398340
PSG,54.612,1434398340
QUMU,30.49,1434398340
AMP,50.527,1434398340
CNV,49.744,1434398340
BKEP,,1434398340
UN,54.635,1434398340
CBU,56.884,1434398340
NOK,60.965,1434398340
NTCT,56.228,1434398340
FMBI,46.845,1434398340
HTGC,49.335,1434398340
OXY,44.206,1434398340
KMI,53.867,1434398340
BXMT,32.555,1434398340
ENRJ,46.397,1434398340
NMIH,27.559,1434398340
NVSL,,1434398340
AEY,,1434398340
TAHO,43.126,1434398340
CSX,54.124,1434398340
GLRE,49.499,1434398340
CSFL,50.686,1434398340
CSCD,59.731,1434398340
ATRA,66.068,1434398340
PKY,63.605,1434398340
NCIT,,1434398340
SFL,53.505,1434398340
GB,56.017,1434398340
NBY,56.7221,1434398340
IXYS,71.028,1434398340
YFI.V,,1434398340
EFSC,46.99,1434398340
HSY,57.308,1434398340
HK,38.487,1434398340
RMBS,51.502,1434398340
TLMR,46.012,1434398340
NDAQ,36.738,1434398340
MPH.V,,1434398340
BNFT,49.33,1434398340
WPK.TO,,1434398340
CSS,58.984,1434398340
MNK,48.785,1434398340
MXWL,52.646,1434398340
SE,55.714,1434398340
DQ,,1434398340
SCHW,52.26,1434398340
GGB,57.148,1434398340
NBL,38.712,1434398340
EPE,48.484,1434398340
HON,48.541,1434398340
HR,60.016,1434398340
JCS,,1434398340
CLR.TO,,1434398340
WTR,42.86,1434398340
FC.TO,,1434398340
NCG.V,,1434398340
WWE,57.492,1434398340
VPCO,47.1323,1434398340
NTRI,47.62,1434398340
CSCO,53.561,1434398340
BLK,38.326,1434398340
UMPQ,51.633,1434398340
LAYN,40.373,1434398340
SZYM,48.522,1434398340
PEG,54.636,1434398340
OSIR,48.209,1434398340
JBHT,51.609,1434398340
AROW,54.028,1434398340
ISR,48.418,1434398340
QIWI,53.679,1434398340
PDII,95.745,1434398340
SORL,,1434398340
WHG,51.178,1434398340
HSON,32.73,1434398340
TDG.TO,24.754,1434398340
FCLF,,1434398340
WMAR,44.56,1434398340
CTIC,64.102,1434398340
CNX,55.2,1434398340
SON,50.969,1434398340
SWK,45.794,1434398340
USPH,60.314,1434398340
FTD,48.642,1434398340
SHO,57.67,1434398340
SPRT,56.244,1434398340
PHM,48.815,1434398340
IBM,53.118,1434398340
SIS.TO,,1434398340
UG,,1434398340
INFI,58.612,1434398340
LNT,47.011,1434398340
GBCI,54.923,1434398340
CL,45.563,1434398340
AVNW,58.202,1434398340
GLYC,,1434398340
DLHC,71.87,1434398340
FSP,44.519,1434398340
LPSB,31.808,1434398340
IVR,57.92,1434398340
FBIZ,49.067,1434398340
MDA.TO,50.843,1434398340
CFFN,48.317,1434398340
MCW.V,,1434398340
LOGI,58.514,1434398340
SAR,,1434398340
PARR,40.882,1434398340
OMC,48.774,1434398340
FCE-A,39.691,1434398340
GSK,40.069,1434398340
EFC,55.057,1434398340
THC,57.699,1434398340
MRVC,,1434398340
CECE,45.166,1434398340
LRE,48.539,1434398340
SPNS,65.861,1434398340
AVAV,58.881,1434398340
NAK,,1434398340
SIG,40.095,1434398340
LSG,59.205,1434398340
NSU.TO,61.435,1434398340
PCCC,55.32,1434398340
ASUR,,1434398340
EGBN,56.77,1434398340
AGX,39.792,1434398340
SEMI,49.425,1434398340
BMR,39.553,1434398340
JW-A,43.731,1434398340
RNF,51.982,1434398340
ALK,53.816,1434398340
HWBK,,1434398340
SPPR,,1434398340
PGR,43.58,1434398340
SRC.V,,1434398340
MTSC,52.676,1434398340
UMH,62.174,1434398340
HMLP,48.983,1434398340
ANAT,48.882,1434398340
FDP,59.88,1434398340
SNH,48.836,1434398340
FCR.TO,55.637,1434398340
PAR,94.049,1434398340
ACUR,37.7293,1434398340
ESRX,58.582,1434398340
UAN,57.905,1434398340
EZCH,55.773,1434398340
PN,53.502,1434398340
CHH,41.907,1434398340
FMNB,,1434398340
CNTY,56.424,1434398340
MGEE,57.089,1434398340
LGL,,1434398340
EQR,56.121,1434398340
MAMS,,1434398340
AXU,52.98,1434398340
ECOL,53.81,1434398340
ORC,47.293,1434398340
PKX,54.267,1434398340
IPCI,52.889,1434398340
BP,53.088,1434398340
CUNB,60.416,1434398340
VIP,52.229,1434398340
PKOH,48.728,1434398340
SHLD,42.538,1434398340
UACL,60.356,1434398340
INTC,51.861,1434398340
VTAE,56.333,1434398340
HVT,59.132,1434398340
CERU,59.491,1434398340
AEE,54.393,1434398340
ADMP,60.562,1434398340
PLBC,,1434398340
ADTN,51.06,1434398340
GLOB,48.653,1434398340
WFBI,,1434398340
CDNA,77.891,1434398340
PKT.V,,1434398340
TRCB,,1434398340
SDZ.V,,1434398340
EDGW,,1434398340
OEC,49.748,1434398340
ETN,50.187,1434398340
YTY.V,,1434398340
SBUX,47.829,1434398340
ENBL,37.378,1434398340
CEB,53.366,1434398340
TLT.V,,1434398340
EPR,47.736,1434398340
AGU,57.183,1434398340
CRCM,41.961,1434398340
APU,56.559,1434398340
CMS,37.969,1434398340
IPG,60.617,1434398340
BPF-UN.TO,,1434398340
HEI-A,37.302,1434398340
MSFG,37.844,1434398340
ICUI,45.883,1434398340
KN,62.59,1434398340
ORBC,36.798,1434398340
LNG,47.877,1434398340
FLEX,65.785,1434398340
CLS,58.783,1434398340
CACB,61.332,1434398340
FLXS,67.13,1434398340
SLTC,56.369,1434398340
SQM,52.646,1434398340
VOXX,49.221,1434398340
GTXI,61.009,1434398340
CBB,49.385,1434398340
AMRB,,1434398340
SMLP,34.49,1434398340
PPBI,60.795,1434398340
EROC,44.896,1434398340
PCO,57.945,1434398340
AMTX,52.199,1434398340
CUTR,56.488,1434398340
CNA,52.643,1434398340
STO,53.776,1434398340
VOD,46.78,1434398340
MVIS,47.988,1434398340
HHC,48.436,1434398340
